,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
59,p,0.9109687209129333,1467822522,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,POS,0.9794636964797974,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.@azelmer yes please.. I get to go. Boss lady said so!! ,POS,0.9110300540924072,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.@azelmer yes please.. I get to go. Boss lady said so!! Mad tired today... Callin it in early tonight  nighty night twittas
60,m,0.691903829574585,1467822687,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",POS,0.9023167490959167,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?@Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. ",POS,0.7664980292320251,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?@Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. i think my arms are sore from tennis "
61,m,0.9383743405342102,1467822918,just leaving the parking lot of work! ,POS,0.5813981890678406,just leaving the parking lot of work! @HelpYouWell morning honey ,NEU,0.8425654768943787,just leaving the parking lot of work! @HelpYouWell morning honey My man crush Jake Peavy let me down  #gayforpeavy
62,m,0.5927557945251465,1467823437,The Life is cool. But not for Me. ,POS,0.48920753598213196,The Life is cool. But not for Me. @moirarogersbree @trishheylady @TheRaeRae Thanks for #FF ,NEU,0.6669922471046448,The Life is cool. But not for Me. @moirarogersbree @trishheylady @TheRaeRae Thanks for #FF laying in bed with no voice.. 
63,n,0.9623364806175232,1467823770,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ",NEG,0.8207054138183594,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. ",NEG,0.938041090965271,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. I'm afraid I had bad code. "
64,n,0.496106892824173,1467823851,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,POS,0.991950511932373,"I had such a nice day. Too bad the rain comes in tomorrow at 5am @matildajones no doubt! He really is!  ' No, i haven't.. But man, I'm dying to see them. it is THE DREAM! &lt;3",POS,0.98225337266922,"I had such a nice day. Too bad the rain comes in tomorrow at 5am @matildajones no doubt! He really is!  ' No, i haven't.. But man, I'm dying to see them. it is THE DREAM! &lt;3@jokerrrr It stillllll hasn't arrived "
65,n,0.9763153791427612,1467824199,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks ,NEG,0.7135898470878601,"@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks Today's gonna be a good day, cause I said it's gonna be a good day ",NEG,0.9435843229293823,"@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks Today's gonna be a good day, cause I said it's gonna be a good day couldn't get shit done today ~ i'm so screwed "
66,n,0.9123397469520569,1467824664,Damm back to school tomorrow ,POS,0.9823117256164551,"Damm back to school tomorrow @glamorousjo Congrats Team Illingworth! Welcome to Nashville, Harry! Probably already thinking about doing this whole thing again, huh? ",NEG,0.9854691624641418,"Damm back to school tomorrow @glamorousjo Congrats Team Illingworth! Welcome to Nashville, Harry! Probably already thinking about doing this whole thing again, huh? stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! "
67,n,0.9840079545974731,1467824967,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",NEG,0.9745264649391174,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?Congrats to @axioslaw for coming out of hiding! It's about time! ",NEG,0.9830033779144287,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?Congrats to @axioslaw for coming out of hiding! It's about time! my whole body feels itchy and like its on fire "
68,p,0.8784673810005188,1467825003,@katortiz  Not forever... See you soon!,POS,0.9220388531684875,"@katortiz  Not forever... See you soon!@lillard great number, i think i know why. ",NEU,0.4739932715892792,"@katortiz  Not forever... See you soon!@lillard great number, i think i know why. @ABP1968 Happy to be corrected. Less happy about the result. Cheers fella "
69,m,0.7379425168037415,1467825084,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. ",POS,0.7682425379753113,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. There's a World Naked Bike Ride Day even! We should make all awareness days official holidays. I am for everything that promotes goodwill ",NEU,0.8476938605308533,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. There's a World Naked Bike Ride Day even! We should make all awareness days official holidays. I am for everything that promotes goodwill STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... "
70,n,0.7381448745727539,1467825411,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,NEU,0.6096981763839722,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!@newmoonmovie HAHAH! Serves them right for being in her face! I bet Ashley got a good laugh outta that one ,NEG,0.6407918334007263,"@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!@newmoonmovie HAHAH! Serves them right for being in her face! I bet Ashley got a good laugh outta that one @statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine "
71,p,0.5153034925460815,1467825642,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,POS,0.9883286952972412,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!@Leeluvzyou hey DUB! good afternoon.  Thank god its friday! I just bought my mom 3rd row tix 2 an oldie show in sept. ,POS,0.990725576877594,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!@Leeluvzyou hey DUB! good afternoon.  Thank god its friday! I just bought my mom 3rd row tix 2 an oldie show in sept. Agh...snow!!! 
72,n,0.9783092141151428,1467825863,i really hate how people diss my bands!  Trace is clearly NOT ugly!,POS,0.8940330743789673,i really hate how people diss my bands!  Trace is clearly NOT ugly!@asafrommaui Awesome! Happy Aloha Friday to you! ,POS,0.6548985242843628,i really hate how people diss my bands!  Trace is clearly NOT ugly!@asafrommaui Awesome! Happy Aloha Friday to you! i really hate how people diss my bands!  Trace is clearly NOT ugly!
73,p,0.7622618675231934,1467825883,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",POS,0.9349095821380615,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.Need a hug ",NEG,0.8541287183761597,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.Need a hug Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. "
74,n,0.9674015641212463,1467826052,Why won't you show my location?!   http://twitpic.com/2y2es,NEG,0.9557984471321106,Why won't you show my location?!   http://twitpic.com/2y2es@Dready10   Hey MR. !!! Where IS my MAGIC WAND???  ,NEG,0.9402639269828796,Why won't you show my location?!   http://twitpic.com/2y2es@Dready10   Hey MR. !!! Where IS my MAGIC WAND???  @celycarmo i'm sorry I don't understand your last comment 
75,n,0.9451883435249329,1467833672,No picnic  my phone smells like citrus.,NEG,0.607362687587738,No picnic  my phone smells like citrus.Good Afternoon everyone ,NEU,0.5899270176887512,No picnic  my phone smells like citrus.Good Afternoon everyone is @ school playing with photoshop ha 
76,m,0.7469955682754517,1467833690,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ",POS,0.9751733541488647,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. @scarletkristi Love you too! ",NEU,0.49114808440208435,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. @scarletkristi Love you too! I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
77,n,0.9237686395645142,1467833736,No new csi tonight.  FML,NEU,0.5297834873199463,No new csi tonight.  FMLWhere did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,NEU,0.6286196708679199,No new csi tonight.  FMLWhere did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.Is pissed off that there's no ASBA's for a radio station. 
78,n,0.9072412252426147,1467833799,i think my arms are sore from tennis ,NEU,0.6219246983528137,"i think my arms are sore from tennis @tstreasures @sarabanut @just_jess_ oh I see! thank you guys, so I wasn't so lost then ",NEG,0.9145921468734741,"i think my arms are sore from tennis @tstreasures @sarabanut @just_jess_ oh I see! thank you guys, so I wasn't so lost then @brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. "
79,n,0.9836011528968811,1467834001,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,NEG,0.9567320942878723,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . @Reema_T you're welcome  how are you?,NEG,0.9293654561042786,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . @Reema_T you're welcome  how are you?@chriscantore congrats! I'm totally jealous! only wish my XM was working 
80,n,0.9687531590461731,1467834053,sleep soon... i just hate saying bye and see you tomorrow for the night. ,NEU,0.4953668713569641,sleep soon... i just hate saying bye and see you tomorrow for the night. is very happy because there are no tests anymore ,NEU,0.5194209218025208,sleep soon... i just hate saying bye and see you tomorrow for the night. is very happy because there are no tests anymore some1 hacked my account on aim  now i have to make a new one
81,n,0.9688077569007874,1467834227,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ",NEG,0.49116700887680054,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine @screamo_ranger Thank you thank you thank you ",NEG,0.7589040994644165,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine @screamo_ranger Thank you thank you thank you @allyheman but.. but.. but.. I'm not a big fan on camilla belle "
